,text,label
10,"Would rate a 3 but no one reads those

First off, the plot was so corny and throughout the whole movie it felt like it really had no value or sentimental impact. Given the fact that they could have pressed the button to get rid off all the villains but decided to “save” them really didn’t rest well with me. Throughout all the Spider-Man movies they are battling against them but then this one comes around me the whole story is flipped. It’s unrealistic and stupid if I’m being real. Secondly, it felt as if it was more marvel trying to pump nostalgia then anything instead of focusing on crafting a good, believe-able storyline. The OG Spider-Man’s could have been introduced in a much more impactful way. The fact that the villains sided with Peter was the tipping point for the ridiculousness. Just for them to turn their backs on him. Another stupid plot by marvel to keep the corny story running. For the rest of the movie it went downhill, with basically zero emotional impact whatsoever.  It felt as if the movie was more just a fan service then anything. The only moment that I felt the slightest emotion was when Peter would no longer be remembered by his best friends. Some of the fight scenes were cool and all and the production was on point. Willem Dafoe played the best role in the whole movie and was incredible. That’s about all I can think of for the positives. The end credits scenes were also very awesome and open up a lot of potential for another Spider-Man movie.",0
11,"People bashed BvS and Justice League - Theatrical Cut for being a badly writter movie, and this movie has a 8.9 on IMDB??!! At best, a mediocre outing in the Spider-Man universe. Lack of action sequences, low screen time for the villain and too much time spent trying to make jokes (which were not funny), this movie doesn't even rank in the top 5 Spider-Man movies, and given there aren't that many, its sad. Not trying to give anything away, and its common knowledge at this point, SPOILER! Tobey's and Andrew's  Spiderman were a lot better in this movie. Their acting and dialogue delivery was natural and felt like spiderman, not forced like Holland's. And seriously, after so many Marvel outings and so many losses and tragedies, how can they still show him as a carefree kid! And What The Hell Happened to DON'T MESS WITH THE TIMELINES!!!!!!!!!! sad.",0
12,"Am I the only one in the world to think this movie sucks? I know superhero movies you don't need to make more sense with it. I love superhero movies too. But put all three spider-men together? And those actors, I know you all can act but agreed to be in this movie...! They must pay you until no way to say no. How are they going to make the next one? Topping up with Alice in Wonderland? Or get superman and Batman to jump across the studio and surprise us in Spider-man 4? That'd be great. We don't need any sense around this movie anymore. I can't wait for them to make the new Spider-man. Start all over from a spider biting Peter again. And when they don't know what to make a movie anymore just put all 4 spider-men together but this time with Batman too. Name it Spider-men: No Way to Say NO.",0
13,"after watching the spider-man no way home, in the grand omicron theatre… i have come to the conclusion the world has become devoid of talent… or maybe too lazy to achieve it. movies used to be an escape from reality where anything was possible. now they are nothing more than a commercialized attempt at reaching a targeted audience group with never ending political correctness and an agenda driven message. thank God for the ability to re-watch real movies of the past when the collective IQ of hollywood’s writers and producers added to more than three stars i give the popcorn i ate as i endured the demise of family entertainment.",0
14,"Got dragged to this by friends, and was not disappointed in how bad it sucked. The film does have stellar action scenes; and I can understand that if you like Spiderman, then you will love this film. I do not care about Peter Parker, he's a goof, and not cool or alpha. I did enjoy him in small doses, as an ensemble character in the Avenger films, but he cannot hold with me to lead a film. The costume is lame, and his powers are pretty boring. Never saw the last two films and will skip the next inevitable snoozefest, epic fail,",0
15,"I am watching the film tomorrow with a friend, this movie will suck because it has no character development. Tom Holland is going through a difficult faze for what he looks like a kid, you can't tell me a man that hasn't hit puberty yet is going to be the hero. The best spiderman till now has been Toby Maguire, he has everything and I can relate the most with him. Even though they put the best villains in the movie it doesn't mean it will be great, I want movie where everything doesn't feel like it is going to be quick.",0
16,"What a load of rubbish  has this movie evolved in 20 years , non rational, wizard , characters  disappearing    - ok it’s super hero movie! How can it be rational? We know it’s fictional- still we loved the simplicity of spider man being just spider man, swinging around and saving people.  In my late twenties,  came the new spider man with Toby. Simple and excellent story line plus well directed.",0
17,"Lets be honest, for a comic-book movie this has to be thee most disappointing Spiderman movie. Being a spidey fan, I and my friends saw this as the perfect opportunity for Marvel to showcase some cool stuff with the obvious introduction of the other two Spidermen but rather all we saw were unnecessary jokes stuffed in with a plot that was lame tbf. Like yo my man Strange, chill out, listen to spidey and cast your spell!! ",0
18,"Very little action/story line pretty lame for an action film!
Actor Tom Holland did not look like a 17 year old kid? At 26 and with very visual n deep Crows Feet on the sides of his eyes had me guessing he was 30! At age 26 playing a 17 year old and looking 
30 I’m pretty sure he’s another one n done Spider-Man actor!
As hinted/stated in movie the next Spider-Man will be a black actor. It’s pretty obvious after adding this proverbial nail to this spider man coffin
They don’t have n e other choice but to try n revive the hype n get people to want to go see another one! As well as it did at the box office it does not reflect the actual satisfaction of the movie buffs who actually saw it, who were both excited about seeing the movie to get out of their covid caves wanting go somewhere n also wanting to see a action packed movie that was n e thing but! Definitely a disappointment for me!",0
19,I'm a huge Spiderman and Marvel fan. My daughter is nuts about both as well. I took our family of 7 and of course my daughter wore her new black Spiderman shirt. The acting and effects were great but the writing was terrible. My son turned to me about an hour or so in and asked me how I liked it and told him it was the most stupid movie I have ever watched. We all loved the original spider man movies with Toby McGuire and Andy Garfield that seemed to target a general audience. Holland was great but the writing seemed to target children aged 14 and under. I think the goal or lesson of the movie was to teach goodness more than to get your adrenaline going. I won't pay to see any more Spiderman movies in the theater. We saw this coming in the previous 2 as well. All 7 of us thought it was dumbed down and at dinner afterwards another person told us they walked-out half way thru.,0
20,"Honestly didn't really feel like a typical Spider-Man film. I don't really like Holland as spider man because he's just not spider man. It's hard to put it into words, he's to much of a child. Maguire played the best spiderman as he was original and made ""spidermanly"" in his films. While the newer spidermen have been made into complete dramas and love stories with strung out scenes that never end. ",0
21,"My review is contrary to popular belief. There were high expectations for this movie, and after careful thought, I am not satisfied with how it turned out.",0
22,"The only good thing about this movie is all the cast. They did a good job even the plot sucks :( tbh the film was too long and there was only a few moments that I enjoyed it :( 
*warning spoilers ahead*
These are things I dislike in this movie: 
- Ant May's death seems to be the most tragic thing in this movie, but I couldn't feel the pain he had to suffer, it's not the sorrow like when Peter lost Gwen that we all remember for life
- Peter's transition from a high school kid to a freshman was not sketched clearly enough
- Dr Strange was kind of like a ..bad guy in this movie. He did not do anything wrong but surely not a cool guy like we all love him before. 
 
The scene that I remember the most? 
When Amazing spider man catched MJ (Zendaya), obviously she's not his MJ in his universe but well done for that ",0
31,"The reason Spiderman is the most popular MCU hero as reflected by not one not two but three movie trilogies has always been his idealistic, uncorrupted world view as a teenager and the relatable mistakes , naivete and teenage drama he consistently goes through. ",1
32,"Thoroughly enjoyable and extremely emotionally satisfying movie for the die-hard fans, with just enough fan service, sprinkled throughout, even if at times a little cheesy, at least those moments always serve the story. 
Casual viewers will still have a good time, thanks to the heartfelt performances of every actor in this cast populated by Oscar winners, nominees and top-shelf talent",1
33,"Can I just say what a amazing movie this was , to have the old spider man villains back from previous spider man movies was a amazing concept and to have the other two spider man’s back as well is even better. You had a outstanding cast in this movie of course their is the amazing Tom Holland and Zendaya and also Benedict Cumberbatch and the other two spider man’s who are Andrew Garfield and Toby Maguire and they were all just amazing. I also recommend if you have time to watch all of the old spider-man movies because then you will know who everyone is in this movie because I have watched all of the spider man movies and boy am I glad that I did because I just understood who everyone else was so much better.",1
34,"I thought it was an incredible movie and I think a lot of Spider-Man fans will be super, super happy with it. I personally loved it and thought it did an awesome job at cementing the MCU’s Spider-Man as his own character; now leading him into his adult life and separating him from his reliance on mentors such as the older Avengers characters. I’m hoping this will be a stepping stone for a slightly darker Spider-Man tone, that more similar to that of the original trilogy and the Amazing films, and that Marvel as a studio along with Sony learns to blend the best elements of all franchises together in order to create the perfect on screen Spider-Man and this gave us a taste of it, especially in the manner it ended. However despite this I did have few issues, mainly in terms of pacing, references and CGI. ",1
35,"absolute amazing movie i had such a blast the theater was very hyped . it really solidified tom holland's spiderman for me , to me he is now spiderman. i cried multiple times watching this movie, seeing tobey back on the big screen as spidey really brought out the little kid that was watching spiderman 1 at 2 years old. seeing the old villains was so damn cool also everything was amazing, aunt mays death broke me i love how they concluded her character.Willem dafoe really stood out he did such a good job he has made green goblin my favorite spiderman villain.Tom is going to be spiderman for a while thank goodness . no more reboots of spiderman thankfully. i could go on and on abt this movie, its amazing",1
36,"Nothing short of a masterpiece, I loved the plot and ascension of the story, and seeing the villains from previous movies and Tobey Maguire and Andrew Garfields Spider-Man return really got me emotional and gave me an insane nostalgia rush. Its been a little over a month at the time posting this review that I watched the movie in theatres and its still buzzing news to me that we witnessed such a cinematic and grand return by these characters a lot of us grew up watching as kids, its definitely one of the MCU’s best moments and the reaction the theatres have are priceless. I do have some issues, even though the first act did nothing really bad I found the pacing to be really off, it started off really slow but it picked up after the first 10-20 minutes, CGI was a little choppy especially in the mirror dimension fight and the Sandman/Electro fight. Despite those issues I loved everything, I loved every throwback to the old movies and the memes, and I loved what they did with Tom Hollands Spider-Man and finally making him his own stand alone hero at the end, I’m insanely excited to see where things go from here for the MCU’s webhead",1
37,"The movie's quite long and takes you through different emotions, I got happy, then sad, then surprised then sad again and I think good movies should do that. Recent trend in superhero movies is to make them more comedic and I love it but thought was getting a bit too far because I think movies like Let There Be Carnage should have been much darker and gory, with a higher rating like R 18 even with the funny bits, not to say the same about Spider-Man, but i think they got the comedy-drama-action blend perfectly here. I was honestly surprised it's maintaining a 9/10 IMDb rating even after being released for a while but it is as good as they say.",1
38,"The movie is amazing as an entertainment film. It gives you nostalgia, comedy, high quality production, action and furthers the direction marvel is heading towards. The movie isn't a cinematic masterpiece nor does it have a solid storyline, but I guess considering the hype behind the third and multiverse spiderman film, it is understandable why marvel would focus on money more than story here. They gave exactly what the fans wanted, and what we usually want is to have a good time with out favourite characters. 
I do think the ratings are unusually high for this movie though, which is a bit odd but if you're having doubts about watching the film, well don't. Because its worth the watch.
But yeah, overall production is spectacular, comedy is gold, and the characters and relationships do kinda develop. The Movie ends opens up marvel to a completely new direction and it's exciting to see what comes next.",1
39,"A well made spider man movie which is loyal to the comic elements and strong well made script along with gripping moments elevates the film to the cosmos. Finally MCU spider man has reborn as THE REAL SPIDER MAN which we all look for.
Major weaknesses are not much character development for LIZARD,SANDMAN AND ELECTRO. People who have seen TASM and SAM RAIMI'S SM trilogy like me would know them but general audience may not.
GO WITHOUT MUCH EXPECTATIONS AND HYPE YOU WOULD ENJOY IT.
BETTER HAVE A RECAP OF OLD SPIDER MAN movies and few MCU stuff before going to cinema halls.",1
40,"the movie was great don’t get me wrong, but the movie was fairly overhyped in my opinion. Obviously due to all the previous villains, tobey and andrew. however just because they were back doesn’t mean its instantly a great film. Towards the end i got a bit disappointed at how easily the spidermen beat all the villains, who were all given their seperate movies against every spiderman and were very close of beating/killing them and were just defeated too easily . The choreography wasn’t good at all except for the end in the final battle between tom and the green goblin ( mainly due to Willem Dafoe‘s brilliant acting). Also i couldn’t care less about aunt may’s death, we were never given a reason to love the character and the only time she said something good was the famous line “ With great power comes greta responsibility” ,  nothing original and was extremely forced. Finally, just a small one but how was spiderman( tobey maguire ) not in extreme pain when the green goblin stabbed him( his reaction to getting stabbed was like getting stabbed by a needle) , they literally joked about the pain he was going through but no he stayed down for a minute and got up. Overall though i have to admit it was a good movie but not that great to the point where i would want to watch it again. I just feel it was fairly overhyped because its of the nostalgia",1
41,"The movie was good and lived up to my expectations. Toby's and Andrew's openings were great. If Miles Morales came too I would have been more awestruck. The ending though was not one of my favorites. It's just that,
why? I wish there was a better ending than everyone forgetting peter. And also very non-related: the theater served too much popcorn per container man, just why??",1
42,"Only fours stars because the final battle (once again Marvel) too much, but lots to Love emotionally. The guest stars were all amazing. Why Marvel continue to spoil all the good work of the first two thirds of their films by having massive unnecessary CGI battles is beyond me.",1
43,"Overall it's a good movie to watch. Loved the graphics. Although the story line doesn't seem much compelling to me. Love to see the anderw and Toby as spiderman once again. 
The movie is emotional at some points. And the post credit scene steal the show as always. Exited to see the future of mcu.",1
44,"Great film! Very funny, nostalgic but at the same time the most emotional spidey yet! Worth the watch guys Sony and Marvel done a great job. It’s a wild ride from start to finish!",1
45,This was a great movie loved when all three Spiderman came into the movie. Didn't like how rushed it was.  Plot was a little off we got no back story from what happened. For example (Spoiler alert) like when electro new Peter Parker was Spiderman that didn't happen in Spiderman 2. Overall recomand watching great movie 9.5/10,1
46,"men the movie is amazing. i never thought that marvel and sony can pull this master piece. the acting, the effect, the action sequence everything is really good. this will be a movie will mark on our heads through out the decades now.",1
47,Solid film. Bit OTT at times and would have liked more of a plot twist like with Mysterio from Long Way Home. Would recommend though as it was very entertaining. Beware of squealing teenagers especially when Andrew Garfield appears :),1
48,It felt like the movie was a reset for the current Spider-Man. There were characters and plot lines that would be difficult for him to grow with...so reset not reboot. It was also very nostalgic with characters from previous movies being involved. I actually thought the way Into the Spiderverse handled it was more fun.,1
49,"I would rate this movie a 2 Star tbh but 1 extra star for Toby and 1 for Andrew.
It feels like a fanmade movie with no much of any action scenes . very casual entry scenes . very straight forward and predictable storyline.
but CGI 10/10",1
50,"This movie was SO BRILLIANT. I could NOT get over the plot twists, nor could I get over the music. Joseph Bishara's musical scores for this movie had me tied into this whole movie. His musical scores contain lots of haunting themes; a combination of viola and saxophone, as well as drums, making up a weird jazz ensemble. After reading a bit more about how Bishara organized the music for the movie after viewing it, I fell more in love. The use of string instruments to make the scores more haunting amazed the hell out of me while viewing this movie. As I watched this movie, I could tell that the more ""calm"" scenes used a lot of orchestral instruments, such as a trumpet, viola, saxophone, drums, and violin. The more ""intense"" scenes used a lot of electronic and faster-paced music. You can hear the crescendoes leading up to what occurs in each of the ""chase"" and ""murder"" scenes. The use of the female soprano voice to tie in the main character to each musical score she was in was also very brilliant. They even seemed to use this female soprano voice to help bring in Gabriel. ",1
51,"This is one of the best horror film I've seen ever. It's totally a different theme and way of story telling.And also such a brilliant scripting and direction. Another highlight of the movie is it can maintain it's suspense from beginning to end and can engaged the audience.Each and every scenes are really unpredictable, we can't imagine what's happening next while watching the movie. Horror scenes are very creepy and realistic that we can feel that situation.",1
52,"Anyone that have this a one star rating...you don't know what a horror movie is, let alone what it should be. 

This was absolutely mind blowing. James Wan has produced yet again, another tale of terror with an amazing plot. The twist was unexpected, no pun intended. The action, the music, and the acting all blended together smoothly. Five stars, absolutely flawless!",1
53,If the acting was better especially the main doctor and side charactor doctors... Then this movie would be a masterpiece.( First time I din't even completed watching the movie due to cheap acting and funny bgms and editing.. But later I kept hope and watched the whole movie .. And I liked it a lot.). Story is excellent and James wans direction of camera angles are good as usual. It's far better that big horror movies like the Nun Conjuring3 etc..,1
54,The beginning of the movie is incredibly cheesy and turned me off the movie that I stopped watching it. Until about a month later I was looking for movies to watch and everyone was speaking about how great this movie was so I thought I would give it another chance. Oh my gosh this movie is so great. Watch it all the way through. There are so many twists and surprises at the end that make it so incredible. Must watch movie!! I love the creativity!!,1
55,"I really liked this movie. The beginning made me mad. One part was predictable but It was intriguing exciting and had even humorous moments. Scary but not “I’m home with lights on in the daytime” scary, but it definitely had surprise moments and left open for sequel. I’d go see the sequel. The graphics and action scenes I loved most.",1
56,"by mistake i saw this movie at night, and rest all ni8 was obviously sleepless. OMG what film, which shows love and affection has no boundaries like blood relations. climax was mind blowing twist! from the starting till the end of the movie it made me sit in edge, can't even guess what's going on... very different concept best plot, great acting.",1
57,"If you value the way films are shot, locations/settings used, and the score/BGM, you will really appreciate this movie. I loved this movie from start to end. I'm 100% with James Wan on the direction of this movie. The cast is great and I really enjoyed the way it was shot, the retro theme music is perfect. If you like movies similar to ""It Follows"" you will love this movie.",1
58,"Very clever and unexpected all the way through. I love that James Wan went completely against the grain in this horror and for everyone that gave this movie a bad review, you didn’t watch the movie correctly. Not to mention the filming was brilliant. If you thought this movie was bad try watching it again for what it is and not what you were expecting. This is not your typical horror film. ",1
59,"Amazing, creative, and fresh. You'll either love it or hate it. I loved it because it was so original and never came off as cheesy until the big scene at the police station. With that said I loved that scene, but it could be a reason for people to down vote this movie when in reality that a small part in an overwhelming well produced movie.",1
60,"This movie has a nice twist, somehow… it was entertaining and the acting was excellent. It’s just missing something to be believable, kinda like the action for some scenes in John wick’s movies. And it wasn’t scary. Maybe at first but later on, it was predictable. Overall, it was ok. I’ve seen better",1
61,#MalignantMovie is a bonafide horror masterpiece from the genius bonkers mind of James Wan.Its a throwback horror mystery yet feels completely original &  delivers so many thrills & chills that the innate horror fan in me was jumping in glee throughout. Grade:A+,1
63,"Dont listen to film critics.  You know why because all they do is compare a movie to something they like and if it's not equal to it then it must be bad.  That's called lazy! Malignant is exactly what you want in a horror movie.  Campy, gore, violence, suspense and most of all fun.",1
64,What a fun watch. Something that starts out as a creepy house movie turns into something completely different. Even though you figure out the issue before it's revealed it is still very twisted. It's kind of a backwards superhero movie. Totally entertaining.,1
65,"You have to see this movie. I like horror movies but not too many of them are good. This one is a different turn, you would never guess. Very different from all other horror movies. Definitely I'm glad I watched it.",1
67,"This was not a good movie, but it was damn entertaining. This movie had weird music cues and strange camera angles and cringy dialogue and I really liked it. Do not go into this expecting a supernatural horror movie like Insidious or The Conjuring, think more like Sleepaway Camp and it will be enjoyable.",1
68,Is this movie worth watching. Heck yes. It has its flaws and some of the close up special effects of the monster are not the best bit this movie kept me interested and entertained from beginning to end.  Would absolutely love a sequel.,1
80,The malignant movie most popular horror movie hai 😱😱😱,0
81,"I love horror movies and this was pretty disappointing. I’m actually pretty confused by reviews that are raving about it because I wanted to like this movie, like I REALLY wanted to and it was just… not good. Maddie Hasson did pretty good acting but beyond that it wasn’t good. Super cheesy. Bummer because I had higher hopes for this movie!",0
82,Decent movie story was a little odd wasnt really scary at all its was expecting this to be more demonic ghost and all not sci fi horror thing it was couldn't get fully indulged in this movie either some parts were will done few unexpected twist over all its decent and worth a watch at least once but overall most likely won't watch again well made movie just feel like the story could have been better and scarier takes a while to get into it if you can at all,0
83,"Less than you'd expect from James Wan.  Whether it's a B-movie, or a self-aware bad movie, the point is, it's not good.  It's silly, clunky, cheesy.  Very over the top, not the subtle, atmospheric master class you'd expect from James Wan.  Very disappointed.  Is it mildly entertaining?  Eh.  Some good visuals, but overall, watch it once and never watch it again.",0
84,Fun to watch at home and laugh at the ridiculousness. Serious horror movie with great twists? No.,0
85,"This movie belongs on the Syfy channel. Story, weak. Acting,weak. Effects weak. B movie all the way 😒 The rest of these reviews are super generous... They must be related to someone on set. Sucks...",0
86,"If you took away the gratuitous splashes of blood, the structure and soundtrack seem more like a Lifetime movie channel drama. Not what I have come to expect from this Director.",0
87,Disappointed..  The commercials creeped me out.  The movie was hokey.  Sometimes I was bored.  Other times I laughed at the cheesinness and makeup.,0
88,Movie started out promising. I figured out the bombshell right away. Got more ridiculous as it went on. Not worth the time it takes to watch.,0
89,"It took two and a half hours of exposition for James Wan to set you up for one of the most visually horrifying image concepts ever, only to immediately drown the horror in the cheesiest ending of all time.",0
90,"An idea that might have been good, if they didn't hire the most incredibly stiff, awkward, terrible community theater actors in existence. I've seen saltine crackers with more interesting personalities than literally every actor in this movie, and it doesn't help that the dialogue sounds like it was written by aliens trying to imitate human speech. Only even semi redeeming quality was that the cinematography had a few interesting moments, and even then, theyre far between.",0
91,"Easily one of the worst, terribly written, horribly executed pieces of trash I've ever seen. It's not even good as in a ""funny bad horror movie"" type of way. The acting is ABYSMAL, the plot is able to be predicted by a 3rd grader, and how this even got past the Sci-Fi channel is beyond me. Don't waste your time, as it's more valuable doing anything else besides watching this horrible attempt at ""horror.""",0
92,"Way too conveluded. This movie is a utter waste of time. They took a paranormal, monster, psychological thriller with a way to long of a setup, for the plot to be even more apparent. ",0
93,"The trailer and commercials said this was going to be the best scary movie out there and it was super disappointing. I am a big scaredy cat when it comes to scary movies, and I kid you not j maybe jumped once. The acting wasn’t that great and the storyline was not as good as the other movies these directors have done. If you are looking for a scary movie don’t pick this one. This is more of a silly gore movie.",0
94,I can’t believe James Wan attached his name to this film.  The acting was so terrible.  The plot was beyond ridiculous.  I was so excited to see this because I loved the Conjuring universe and all its movies as well as Insidious but this film wasn’t it.  It’s definitely not in the same realm of those movies.  Wan must have been bored in quarantine when he decided to make this.  Hard pass.  Big disappointment.,0
95,This was far and away the worst excuse for a horror movie I’ve ever suffered through. It serves up a plot so over the top that you just simply lose interest. And to make it all the more insufferable they insert a John Wick style fight sequence into the mix. Just garbage from start to finish.,0
96,"I'm not gonna give a long review here because I don't feel this movie is worth it. I'm writing this review while I'm watching. The terrible acting alone is enough of a reason to skip it but also the writing wasn't too hot either. The characters reaction to situations going on around them was asinine. I can't believe im still watching, the acting gets worse and worse but I gotta see the explanation of what Gabriel is.",0
97,I simply came to these comments to see how everyone reacted to this god awful movie lol I would simply tell everyone to just skip all rating above 2 stars. You’ll get more joy out of the one star reviews than this 2 hour movie. LOL,0
98,"I never thought James Wan would produce such a heaping garbage fire. I was extremely disappointed in dialogue and the general plot. With dialogue like, ""I can play the same mind games you can now"" and ""it was right in front of me all along,"" you can guarantee yourself that you will be extremely dissatisfied at the end of this movie. Good luck trying to get into college film textbooks Wan, you'll need it.",0
99,"Literally so bad. I walked out of the theatre. I love James Wan but this wasn't it. There's no plot until probably anna hour and a half in, the acting is terrible, the little things literally don't add up and the the PARASITE.... literally so dumb it was comedic and the acting was bad. I literally sat through with a straight face the whole time, I was not scared one damn time. Anyways don't spend money or time on this.",0
100,"I just wanna let you guys know that this movie is piece of masterpiece. Superb, thrilled in actions, full of twist, fun, entertainment and more expectations. It's like a mix of two movies. But very different. Graphics were so realistic. No words to say about the location . Unpredictable. To be honest 5/5 my ratings.",1
101,"red notice is funny, entertaining, actian packed and light hearted. everything you want in an action/comedy film.I dont understand why some people do not like this movie. its just so nice and i highly recomend it to people who wants to have a good laugh",1
102,"I just wanna let you guys know that this movie is piece of masterpiece. Superb, thrilled in actions, full of twist, fun, entertainment and more expectations. It's like a mix of two movies. But very different. Graphics were so realistic. No words to say about the location . Unpredictable. To be honest 5/5 my ratings.",1
103,"So the 2021 critics have slated it, you know what that means don't you.....This films actually pretty damned entertaining, nice to see netflix finally leaving the politics at the door and going back to  making films for its customers to enjoy and not for that nut job 0.01% PC crowd off social media thats trying to ruin it for everybody else. I mean the Jurassic Park conversation absolutely killed me! Its just a funny buddy, hiest adventure move thats easy watching, id deff give it a chance.",1
104,"Truly not a Dewayne Johnson fan, but this was a darn good movie. The cast was a great mix, Ryan Reynolds kept it live, Gayle Gadot was slick and sexy and Dewayne Johnson was the base that kept it together. The story was interesting  and had all the important bases covered. Funny, action packed and plenty of twists and turns. Great movie HOME RUN Dewayne Johnson!!💪",1
